[0.000000] (-) TimerEvent: {}
[0.000609] (mobile_robot_sim) JobQueued: {'identifier': 'mobile_robot_sim', 'dependencies': OrderedDict()}
[0.000654] (mobile_robot_sim) JobStarted: {'identifier': 'mobile_robot_sim'}
[0.005788] (mobile_robot_sim) JobProgress: {'identifier': 'mobile_robot_sim', 'progress': 'cmake'}
[0.006339] (mobile_robot_sim) JobProgress: {'identifier': 'mobile_robot_sim', 'progress': 'build'}
[0.007177] (mobile_robot_sim) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/zeinazz/design_ws/build/mobile_robot_sim', '--', '-j20', '-l20'], 'cwd': '/home/zeinazz/design_ws/build/mobile_robot_sim', 'env': OrderedDict({'GZ_SIM_RESOURCE_PATH': '/opt/ros/jazzy/share', 'USER': 'zeinazz', 'GZ_CONFIG_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor/share/gz:/opt/ros/jazzy/opt/sdformat_vendor/share/gz:/opt/ros/jazzy/opt/gz_gui_vendor/share/gz:/opt/ros/jazzy/opt/gz_transport_vendor/share/gz:/opt/ros/jazzy/opt/gz_rendering_vendor/share/gz:/opt/ros/jazzy/opt/gz_plugin_vendor/share/gz:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/share/gz:/opt/ros/jazzy/opt/gz_msgs_vendor/share/gz:/opt/ros/jazzy/opt/gz_common_vendor/share/gz', 'SHLVL': '1', 'LD_LIBRARY_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor/lib:/opt/ros/jazzy/opt/gz_sensors_vendor/lib:/opt/ros/jazzy/opt/gz_physics_vendor/lib:/opt/ros/jazzy/opt/sdformat_vendor/lib:/opt/ros/jazzy/opt/rviz_ogre_vendor/lib:/opt/ros/jazzy/lib/x86_64-linux-gnu:/opt/ros/jazzy/opt/gz_gui_vendor/lib:/opt/ros/jazzy/opt/gz_transport_vendor/lib:/opt/ros/jazzy/opt/gz_rendering_vendor/lib:/opt/ros/jazzy/opt/gz_plugin_vendor/lib:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/lib:/opt/ros/jazzy/opt/gz_msgs_vendor/lib:/opt/ros/jazzy/opt/gz_common_vendor/lib:/opt/ros/jazzy/opt/gz_math_vendor/lib:/opt/ros/jazzy/opt/gz_utils_vendor/lib:/opt/ros/jazzy/opt/gz_tools_vendor/lib:/opt/ros/jazzy/opt/gz_ogre_next_vendor/lib:/opt/ros/jazzy/opt/gz_dartsim_vendor/lib:/opt/ros/jazzy/opt/gz_cmake_vendor/lib:/opt/ros/jazzy/lib', 'HOME': '/home/zeinazz', 'OLDPWD': '/home/zeinazz/design_ws', 'ROS_PYTHON_VERSION': '3', 'WSL_DISTRO_NAME': 'Ubuntu-24.04', 'ROS_DISTRO': 'jazzy', 'LOGNAME': 'zeinazz', 'NAME': 'DESKTOP-44RPC6V', 'WSL_INTEROP': '/run/WSL/24047_interop', '_': '/usr/bin/colcon', 'ROS_VERSION': '2', 'TERM': 'xterm-256color', 'PATH': '/opt/ros/jazzy/opt/gz_msgs_vendor/bin:/opt/ros/jazzy/opt/gz_tools_vendor/bin:/opt/ros/jazzy/opt/gz_ogre_next_vendor/bin:/opt/ros/jazzy/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/Users/user/AppData/Roaming/Code/User/globalStorage/github.copilot-chat/debugCommand:/mnt/c/Users/user/AppData/Roaming/Code/User/globalStorage/github.copilot-chat/copilotCli:/mnt/z/Microsoft VS Code:/mnt/c/Program Files (x86)/VMware/VMware Workstation/bin/:/mnt/c/Program Files/Common Files/Oracle/Java/javapath:/mnt/c/Windows/system32:/mnt/c/Windows:/mnt/c/Windows/System32/Wbem:/mnt/c/Windows/System32/WindowsPowerShell/v1.0/:/mnt/c/Windows/System32/OpenSSH/:/mnt/c/Program Files (x86)/Windows Kits/10/Windows Performance Toolkit/:/mnt/c/Program Files/dotnet/:/mnt/z/matlabb/runtime/win64:/mnt/z/matlabb/bin:/mnt/c/Program Files (x86)/Microsoft SQL Server/160/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/160/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/Client SDK/ODBC/170/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/160/DTS/Binn/:/mnt/c/Program Files (x86)/Windows Kits/8.1/Windows Performance Toolkit/:/mnt/z/Microsoft VS Code/ucrt64/bin:/mnt/c/Program Files/Java/jdk-25/bin:/mnt/c/Program Files/cursor/resources/app/bin:/mnt/c/Users/user/.local/bin:/mnt/c/Users/user/AppData/Local/Microsoft/WindowsApps:/mnt/z/Microsoft VS Code/bin:/mnt/c/Users/user/OneDrive/Desktop/New folder (2)/main/mingw64/bin:/mnt/c/Users/user/.vscode/extensions/ms-python.debugpy-2025.18.0-win32-x64/bundled/scripts/noConfigScripts', 'LANG': 'en_US.UTF-8', 'AMENT_PREFIX_PATH': '/opt/ros/jazzy', 'SHELL': '/bin/bash', 'ROS_AUTOMATIC_DISCOVERY_RANGE': 'SUBNET', 'PWD': '/home/zeinazz/design_ws/build/mobile_robot_sim', 'PYTHONPATH': '/opt/ros/jazzy/lib/python3.12/site-packages', 'COLCON': '1', 'HOSTTYPE': 'x86_64', 'CMAKE_PREFIX_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor:/opt/ros/jazzy/opt/gz_sensors_vendor:/opt/ros/jazzy/opt/gz_physics_vendor:/opt/ros/jazzy/opt/sdformat_vendor:/opt/ros/jazzy/opt/gz_gui_vendor:/opt/ros/jazzy/opt/gz_transport_vendor:/opt/ros/jazzy/opt/gz_rendering_vendor:/opt/ros/jazzy/opt/gz_plugin_vendor:/opt/ros/jazzy/opt/gz_fuel_tools_vendor:/opt/ros/jazzy/opt/gz_msgs_vendor:/opt/ros/jazzy/opt/gz_common_vendor:/opt/ros/jazzy/opt/gz_math_vendor:/opt/ros/jazzy/opt/gz_utils_vendor:/opt/ros/jazzy/opt/gz_tools_vendor:/opt/ros/jazzy/opt/gz_ogre_next_vendor:/opt/ros/jazzy/opt/gz_dartsim_vendor:/opt/ros/jazzy/opt/gz_cmake_vendor:/opt/ros/jazzy', 'WSLENV': ''}), 'shell': False}
[0.031836] (mobile_robot_sim) CommandEnded: {'returncode': 0}
[0.032443] (mobile_robot_sim) JobProgress: {'identifier': 'mobile_robot_sim', 'progress': 'install'}
[0.037885] (mobile_robot_sim) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/zeinazz/design_ws/build/mobile_robot_sim'], 'cwd': '/home/zeinazz/design_ws/build/mobile_robot_sim', 'env': OrderedDict({'GZ_SIM_RESOURCE_PATH': '/opt/ros/jazzy/share', 'USER': 'zeinazz', 'GZ_CONFIG_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor/share/gz:/opt/ros/jazzy/opt/sdformat_vendor/share/gz:/opt/ros/jazzy/opt/gz_gui_vendor/share/gz:/opt/ros/jazzy/opt/gz_transport_vendor/share/gz:/opt/ros/jazzy/opt/gz_rendering_vendor/share/gz:/opt/ros/jazzy/opt/gz_plugin_vendor/share/gz:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/share/gz:/opt/ros/jazzy/opt/gz_msgs_vendor/share/gz:/opt/ros/jazzy/opt/gz_common_vendor/share/gz', 'SHLVL': '1', 'LD_LIBRARY_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor/lib:/opt/ros/jazzy/opt/gz_sensors_vendor/lib:/opt/ros/jazzy/opt/gz_physics_vendor/lib:/opt/ros/jazzy/opt/sdformat_vendor/lib:/opt/ros/jazzy/opt/rviz_ogre_vendor/lib:/opt/ros/jazzy/lib/x86_64-linux-gnu:/opt/ros/jazzy/opt/gz_gui_vendor/lib:/opt/ros/jazzy/opt/gz_transport_vendor/lib:/opt/ros/jazzy/opt/gz_rendering_vendor/lib:/opt/ros/jazzy/opt/gz_plugin_vendor/lib:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/lib:/opt/ros/jazzy/opt/gz_msgs_vendor/lib:/opt/ros/jazzy/opt/gz_common_vendor/lib:/opt/ros/jazzy/opt/gz_math_vendor/lib:/opt/ros/jazzy/opt/gz_utils_vendor/lib:/opt/ros/jazzy/opt/gz_tools_vendor/lib:/opt/ros/jazzy/opt/gz_ogre_next_vendor/lib:/opt/ros/jazzy/opt/gz_dartsim_vendor/lib:/opt/ros/jazzy/opt/gz_cmake_vendor/lib:/opt/ros/jazzy/lib', 'HOME': '/home/zeinazz', 'OLDPWD': '/home/zeinazz/design_ws', 'ROS_PYTHON_VERSION': '3', 'WSL_DISTRO_NAME': 'Ubuntu-24.04', 'ROS_DISTRO': 'jazzy', 'LOGNAME': 'zeinazz', 'NAME': 'DESKTOP-44RPC6V', 'WSL_INTEROP': '/run/WSL/24047_interop', '_': '/usr/bin/colcon', 'ROS_VERSION': '2', 'TERM': 'xterm-256color', 'PATH': '/opt/ros/jazzy/opt/gz_msgs_vendor/bin:/opt/ros/jazzy/opt/gz_tools_vendor/bin:/opt/ros/jazzy/opt/gz_ogre_next_vendor/bin:/opt/ros/jazzy/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/Users/user/AppData/Roaming/Code/User/globalStorage/github.copilot-chat/debugCommand:/mnt/c/Users/user/AppData/Roaming/Code/User/globalStorage/github.copilot-chat/copilotCli:/mnt/z/Microsoft VS Code:/mnt/c/Program Files (x86)/VMware/VMware Workstation/bin/:/mnt/c/Program Files/Common Files/Oracle/Java/javapath:/mnt/c/Windows/system32:/mnt/c/Windows:/mnt/c/Windows/System32/Wbem:/mnt/c/Windows/System32/WindowsPowerShell/v1.0/:/mnt/c/Windows/System32/OpenSSH/:/mnt/c/Program Files (x86)/Windows Kits/10/Windows Performance Toolkit/:/mnt/c/Program Files/dotnet/:/mnt/z/matlabb/runtime/win64:/mnt/z/matlabb/bin:/mnt/c/Program Files (x86)/Microsoft SQL Server/160/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/160/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/Client SDK/ODBC/170/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/160/DTS/Binn/:/mnt/c/Program Files (x86)/Windows Kits/8.1/Windows Performance Toolkit/:/mnt/z/Microsoft VS Code/ucrt64/bin:/mnt/c/Program Files/Java/jdk-25/bin:/mnt/c/Program Files/cursor/resources/app/bin:/mnt/c/Users/user/.local/bin:/mnt/c/Users/user/AppData/Local/Microsoft/WindowsApps:/mnt/z/Microsoft VS Code/bin:/mnt/c/Users/user/OneDrive/Desktop/New folder (2)/main/mingw64/bin:/mnt/c/Users/user/.vscode/extensions/ms-python.debugpy-2025.18.0-win32-x64/bundled/scripts/noConfigScripts', 'LANG': 'en_US.UTF-8', 'AMENT_PREFIX_PATH': '/opt/ros/jazzy', 'SHELL': '/bin/bash', 'ROS_AUTOMATIC_DISCOVERY_RANGE': 'SUBNET', 'PWD': '/home/zeinazz/design_ws/build/mobile_robot_sim', 'PYTHONPATH': '/opt/ros/jazzy/lib/python3.12/site-packages', 'COLCON': '1', 'HOSTTYPE': 'x86_64', 'CMAKE_PREFIX_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor:/opt/ros/jazzy/opt/gz_sensors_vendor:/opt/ros/jazzy/opt/gz_physics_vendor:/opt/ros/jazzy/opt/sdformat_vendor:/opt/ros/jazzy/opt/gz_gui_vendor:/opt/ros/jazzy/opt/gz_transport_vendor:/opt/ros/jazzy/opt/gz_rendering_vendor:/opt/ros/jazzy/opt/gz_plugin_vendor:/opt/ros/jazzy/opt/gz_fuel_tools_vendor:/opt/ros/jazzy/opt/gz_msgs_vendor:/opt/ros/jazzy/opt/gz_common_vendor:/opt/ros/jazzy/opt/gz_math_vendor:/opt/ros/jazzy/opt/gz_utils_vendor:/opt/ros/jazzy/opt/gz_tools_vendor:/opt/ros/jazzy/opt/gz_ogre_next_vendor:/opt/ros/jazzy/opt/gz_dartsim_vendor:/opt/ros/jazzy/opt/gz_cmake_vendor:/opt/ros/jazzy', 'WSLENV': ''}), 'shell': False}
[0.042889] (mobile_robot_sim) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.043108] (mobile_robot_sim) StdoutLine: {'line': b'-- Execute custom install script\n'}
[0.043636] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/urdf/DeliveryRobot_2.csv\n'}
[0.043712] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/urdf/DeliveryRobot_2.urdf\n'}
[0.044054] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/meshes/FL_Wheel.STL\n'}
[0.044146] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/meshes/FR_Wheel.STL\n'}
[0.044290] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/meshes/Lid.STL\n'}
[0.044413] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/meshes/RL_Wheel.STL\n'}
[0.044600] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/meshes/RR_Wheel.STL\n'}
[0.044674] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/meshes/RobotBody.STL\n'}
[0.044757] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/launch/__pycache__/robot_gazebo.launch.cpython-312.pyc\n'}
[0.044905] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/launch/display.launch\n'}
[0.044966] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/launch/gazebo.launch\n'}
[0.045057] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/launch/robot_gazebo.launch.py\n'}
[0.045139] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/config/controllers.yaml\n'}
[0.045230] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/config/ekf_config.yaml\n'}
[0.045319] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/config/joint_names_DeliveryRobot_2.0(URDF).yaml\n'}
[0.045410] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/world/my_world.sdf\n'}
[0.045546] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/scripts/goal_sender_node.py\n'}
[0.045626] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/scripts/lid_control_node.py\n'}
[0.045715] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/scripts/mecanum_drive_node.py\n'}
[0.045804] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/scripts/obstacle_avoidance.py\n'}
[0.045896] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/scripts/start_stop_node.py\n'}
[0.045987] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/scripts/test_cmd_vel.py\n'}
[0.046077] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/scripts/test_lid.py\n'}
[0.046166] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/scripts/test_obstacle.py\n'}
[0.046256] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/lib/mobile_robot_sim/obstacle_avoidance.py\n'}
[0.046345] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/lib/mobile_robot_sim/mecanum_drive_node.py\n'}
[0.046436] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/lib/mobile_robot_sim/goal_sender_node.py\n'}
[0.046580] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/lib/mobile_robot_sim/lid_control_node.py\n'}
[0.046623] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/lib/mobile_robot_sim/start_stop_node.py\n'}
[0.046701] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/lib/mobile_robot_sim/test_cmd_vel.py\n'}
[0.046796] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/lib/mobile_robot_sim/test_lid.py\n'}
[0.046900] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/lib/mobile_robot_sim/test_obstacle.py\n'}
[0.046986] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/ament_index/resource_index/package_run_dependencies/mobile_robot_sim\n'}
[0.047077] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/ament_index/resource_index/parent_prefix_path/mobile_robot_sim\n'}
[0.047172] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/environment/ament_prefix_path.sh\n'}
[0.047264] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/environment/ament_prefix_path.dsv\n'}
[0.047354] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/environment/path.sh\n'}
[0.047445] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/environment/path.dsv\n'}
[0.047536] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/local_setup.bash\n'}
[0.047638] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/local_setup.sh\n'}
[0.047680] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/local_setup.zsh\n'}
[0.047716] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/local_setup.dsv\n'}
[0.047777] (mobile_robot_sim) StdoutLine: {'line': b'-- Symlinking: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/package.dsv\n'}
[0.052386] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/ament_index/resource_index/packages/mobile_robot_sim\n'}
[0.052614] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/cmake/mobile_robot_simConfig.cmake\n'}
[0.052659] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/cmake/mobile_robot_simConfig-version.cmake\n'}
[0.052700] (mobile_robot_sim) StdoutLine: {'line': b'-- Up-to-date symlink: /home/zeinazz/design_ws/install/mobile_robot_sim/share/mobile_robot_sim/package.xml\n'}
[0.054152] (mobile_robot_sim) CommandEnded: {'returncode': 0}
[0.063468] (mobile_robot_sim) JobEnded: {'identifier': 'mobile_robot_sim', 'rc': 0}
[0.064200] (-) EventReactorShutdown: {}
